airbnb_listing_id,diaria_media,diaria_mediana,dias_ocupados,min_data,max_data,qtd_linhas
1057137469420115073,673.9615384615385,619.0,78,2025-01-08,2025-04-20,78
1057964852411462810,292.6623376623377,250.0,77,2025-02-03,2025-04-20,77
1058193595817353204,409.56060606060606,400.0,33,2025-02-09,2025-04-20,33
1058777213156843238,448.2692307692308,360.0,26,2025-02-02,2025-04-16,26
1060712994513047104,437.01816230769236,422.5,78,2025-01-11,2025-04-20,78
1062221285605590578,600.3153304878049,500.0,82,2025-01-13,2025-04-20,82
1062615116593634676,442.42424242424244,400.0,66,2025-01-15,2025-04-20,66
1063807278503566143,476.8134328358209,481.5,67,2025-01-29,2025-04-17,67
1066545050089987954,465.9259259259259,400.0,81,2025-01-14,2025-04-20,81
1067320906990424780,602.7459016393443,523.0,61,2025-02-12,2025-04-20,61
1070343877574441166,334.3181818181818,300.0,22,2025-01-13,2025-04-17,22
1074031328011239995,1718.2303921568628,1500.0,102,2025-01-08,2025-04-19,102
1074829679064875721,749.0,749.0,6,2025-04-01,2025-04-06,6
1075444278753674442,600.4666666666667,650.0,45,2025-01-30,2025-04-07,45
1075503699104403085,995.968115942029,800.0,69,2025-02-11,2025-04-20,69
1077396104359577731,599.2,600.0,20,2025-02-11,2025-04-07,20
1081972140987250431,638.8769841269841,525.0,63,2025-01-30,2025-04-20,63
1082133757143221839,1200.0,1200.0,17,2025-01-27,2025-02-12,17
1082746592587689161,591.6477272727273,390.0,44,2025-01-09,2025-03-31,44
1083196219974177016,333.7543859649123,315.0,57,2025-01-20,2025-04-06,57
1083301106167776779,459.0,430.0,30,2025-03-06,2025-04-16,30
1083424325445690046,602.6234574074074,550.0,54,2025-02-12,2025-04-06,54
1083633025910461931,314.1304347826087,310.0,46,2025-02-11,2025-04-06,46
1084601543056055517,1357.079365079365,1400.0,63,2025-02-04,2025-04-07,63
1085437829031467755,662.222224,583.3333,45,2025-02-25,2025-04-20,45
1086855144095843601,493.20833323529416,490.0,68,2025-01-23,2025-03-31,68
1088251024341369589,603.5714285714286,600.0,14,2025-01-25,2025-02-07,14
1091408953130822622,310.625,280.0,48,2025-01-13,2025-04-07,48
1100720037663116812,939.3333333333334,842.0,66,2025-01-20,2025-04-15,66
1100991386372756521,816.2105263157895,800.0,95,2025-01-13,2025-04-20,95
1111626053814730010,744.6178571428571,633.0,70,2025-01-31,2025-04-20,70
1124052077567202180,907.3,700.0,20,2025-03-26,2025-04-16,20
1125970477826966385,541.5049014705883,458.0,68,2025-01-08,2025-04-20,68
1131810056799937593,752.0092592592592,664.0,81,2025-01-20,2025-04-20,81
1137698308528017474,668.6792452830189,575.0,53,2025-02-03,2025-04-20,53
1139831117529014384,585.0731707317074,530.0,82,2025-01-24,2025-04-20,82
1147824179020677628,469.2551020408163,440.0,49,2025-01-21,2025-04-19,49
1153493820067017135,413.6301164912281,403.25,57,2025-02-06,2025-04-20,57
1153552657765472365,390.9880954285714,337.75,35,2025-02-04,2025-04-20,35
1161796266594364332,459.6774193548387,450.0,31,2025-02-27,2025-04-16,31
1161927707286622818,222.7166034210526,218.92857,38,2025-01-14,2025-04-17,38
1163772289534164479,1815.8014705882354,1700.0,68,2025-01-09,2025-04-20,68
1171049670344322120,678.1803278688525,599.0,61,2025-02-19,2025-04-20,61
1173260792743932663,1117.0925944444446,1087.25,36,2025-01-25,2025-03-05,36
1174263938200349649,550.0749056179775,500.0,89,2025-01-13,2025-04-20,89
1179103047052148475,688.4255319148937,670.0,47,2025-01-29,2025-04-20,47
1181723518413479765,524.3837209302326,450.0,86,2025-01-25,2025-04-20,86
1181933658424522281,389.45454545454544,372.0,77,2025-01-19,2025-04-20,77
1181944920258781413,395.62835287356324,372.0,87,2025-01-15,2025-04-20,87
1181971107577983158,392.2057617283951,372.0,81,2025-01-16,2025-04-20,81
1182018398755268829,700.8698630136986,644.0,73,2025-01-14,2025-04-20,73
1182028381058524086,586.0107142857142,578.0,70,2025-01-14,2025-04-20,70
1182040498646675653,716.7537878787879,635.5,66,2025-01-13,2025-04-16,66
1182043782165637473,531.96,471.0,75,2025-01-19,2025-04-20,75
1182070530301053205,566.2467105263158,508.5,76,2025-01-15,2025-04-20,76
1182188163181410725,934.5365853658536,850.0,82,2025-01-24,2025-04-20,82
1183418487997408853,533.1349206349206,471.0,63,2025-01-29,2025-04-20,63
1184078920130796920,414.3142857142857,407.5,70,2025-02-05,2025-04-19,70
1184152596221501552,543.574074074074,509.0,81,2025-01-22,2025-04-20,81
1187061700423806804,553.36,523.0,75,2025-01-12,2025-04-20,75
1187558666042801587,616.9859154929577,564.0,71,2025-01-23,2025-04-20,71
1187772975255244525,399.2910453731343,384.0,67,2025-01-28,2025-04-20,67
1188323084225041810,544.554793150685,484.0,73,2025-01-10,2025-04-20,73
1188339469325210376,554.7397260273973,495.0,73,2025-01-12,2025-04-20,73
1188476386889166335,558.6613924050633,536.5,79,2025-01-10,2025-04-20,79
1189331897618015345,717.2141476744187,699.25,86,2025-01-11,2025-04-20,86
1191261348067720296,687.2611940298508,642.0,67,2025-01-17,2025-04-20,67
1191386301072209798,551.513698630137,509.0,73,2025-01-19,2025-04-17,73
1192836728602105901,546.0844155844156,495.0,77,2025-01-14,2025-04-20,77
1193347652334673191,867.1969696969697,825.0,66,2025-02-02,2025-04-15,66
1193414131980072087,677.0378787878788,627.0,66,2025-01-11,2025-04-20,66
1193496259129259761,695.7906976744187,656.0,86,2025-01-22,2025-04-20,86
1193657356522503551,727.4571428571429,702.0,70,2025-01-21,2025-03-31,70
1195858349379362032,819.3076923076923,850.0,65,2025-01-11,2025-04-20,65
1197121947398131654,408.0821917808219,396.0,73,2025-01-07,2025-04-20,73
1197195878719681680,401.1732465789474,384.0,76,2025-01-12,2025-04-20,76
1198703061430420363,374.7,285.5,40,2025-02-26,2025-04-20,40
1199996219082185363,224.1076923076923,200.0,65,2025-01-23,2025-04-16,65
1203075817950465589,1402.9166666666667,1400.0,72,2025-01-30,2025-04-20,72
1203140233522044896,463.83465909090904,468.0,88,2025-01-12,2025-04-19,88
1207335703563012811,436.219512195122,427.0,82,2025-01-13,2025-04-20,82
1207338410880339003,438.67054302325585,427.0,86,2025-01-25,2025-04-20,86
1207383031689344642,644.3552631578947,750.0,76,2025-01-12,2025-04-19,76
1207864392976162235,542.969387755102,600.0,98,2025-01-13,2025-04-20,98
1207881809440158991,437.6376815217391,427.0,92,2025-01-19,2025-04-20,92
1207940918769840398,401.54761948051953,385.0,77,2025-01-24,2025-04-20,77
1207992119242235910,392.38951348314606,372.0,89,2025-01-11,2025-04-20,89
1208704132667695539,587.921052631579,564.0,95,2025-01-10,2025-04-20,95
1208718899534488031,437.9518522222222,427.0,90,2025-01-21,2025-04-20,90
1208735754877396448,436.144578313253,427.0,83,2025-01-08,2025-04-20,83
1208746927423730353,398.1476797468355,372.0,79,2025-01-12,2025-04-20,79
1208757710030861160,390.0134103448276,372.0,87,2025-01-24,2025-04-20,87
1208757855935244741,394.48983780487805,372.0,82,2025-01-13,2025-04-20,82
1209010210831577821,1082.6623376623377,1000.0,77,2025-01-19,2025-04-05,77
1213824251801309412,1074.138888888889,941.0,72,2025-01-14,2025-04-20,72
1214464056304542513,700.080459770115,680.0,87,2025-01-21,2025-04-20,87
1216602433904805187,567.1068623529411,600.0,85,2025-01-15,2025-04-20,85
1218889785346856352,574.7,505.0,30,2025-01-14,2025-02-27,30
1219597802580113056,553.6025641025641,516.0,78,2025-01-09,2025-04-20,78
1219655958873769070,703.0168654761904,680.0,84,2025-01-21,2025-04-20,84
1226846054624436877,705.9086021505376,713.0,93,2025-01-11,2025-04-20,93
1226856286781952840,707.1802325581396,727.5,86,2025-01-11,2025-04-20,86
1229942592150628971,342.34,220.0,25,2025-02-21,2025-04-06,25
1233370107101543516,415.95,379.75,60,2025-01-31,2025-04-20,60
1233973103621276698,407.8695652173913,383.0,69,2025-01-20,2025-04-20,69
1233994658216308874,407.41803278688525,376.0,61,2025-01-09,2025-04-20,61
1234084273027568746,404.94166666666666,372.0,60,2025-01-17,2025-04-20,60
1236367599770739400,579.1864406779661,600.0,59,2025-01-26,2025-04-20,59
1238321506456103932,731.2828947368421,715.0,76,2025-02-04,2025-04-20,76
1242002119123644781,5622.6611111111115,5500.0,90,2025-01-07,2025-04-06,90
1242713378625026725,588.5602409638554,550.0,83,2025-01-15,2025-04-20,83
1247028916537033972,1761.7733333333333,1700.0,75,2025-01-12,2025-04-07,75
1248514191377483703,494.5919540229885,450.0,87,2025-01-12,2025-04-20,87
1248685472424986601,292.2368421052632,280.5,38,2025-02-01,2025-04-06,38
1249371220066552412,538.9565217391304,492.0,69,2025-01-29,2025-04-20,69
1249385754807434824,562.0705128205128,561.5,78,2025-01-24,2025-04-20,78
1249919049392818339,577.6648351648352,545.0,91,2025-01-10,2025-04-20,91
1250122800440869898,810.1735294117647,891.0,85,2025-01-13,2025-04-07,85
1254384361135492137,552.7383720930233,515.0,86,2025-01-14,2025-04-20,86
1254489827996538747,1238.6441432432432,1190.0,74,2025-01-12,2025-04-07,74
1257312272803306995,544.3506097560976,545.0,82,2025-01-12,2025-04-20,82
1259534245145609058,439.72305500000004,377.5,60,2025-01-15,2025-04-20,60
1260073533686146608,431.4144736842105,377.0,76,2025-01-20,2025-04-20,76
1262982199583014782,732.9759036144578,715.0,83,2025-01-20,2025-04-20,83
1263128865886946817,554.4677419354839,575.0,93,2025-01-12,2025-04-20,93
1264729892004302735,455.84,450.0,35,2025-02-19,2025-04-19,35
1265161823691467042,596.2682926829268,624.0,82,2025-01-12,2025-04-20,82
1265295313956605287,401.4198316455696,372.0,79,2025-01-11,2025-04-20,79
1265370363028714118,405.2916666666667,385.0,84,2025-01-12,2025-04-20,84
1266717192483343855,600.0,550.0,62,2025-02-18,2025-04-20,62
1267332355220608617,668.5797101449275,699.0,69,2025-01-29,2025-04-07,69
1268755217310742256,791.3513513513514,800.0,37,2025-01-21,2025-04-06,37
1268889705366032062,1004.9846153846154,1000.0,65,2025-01-06,2025-04-07,65
1269623861253689862,407.01282,372.0,65,2025-01-26,2025-04-20,65
1269636598524749154,395.4956144736842,372.0,76,2025-01-27,2025-04-20,76
1271171762063321920,581.25,650.0,56,2025-02-02,2025-04-20,56
1272260793182499350,569.5251853333333,582.0,45,2025-02-27,2025-04-19,45
1272537775161574422,527.2276785714286,446.0,56,2025-01-27,2025-04-20,56
1274055523929375490,576.934065934066,545.0,91,2025-01-08,2025-04-20,91
1274533646308060247,536.7480627906978,471.0,86,2025-01-25,2025-04-20,86
1274679812745645557,558.1761363636364,563.0,88,2025-01-14,2025-04-20,88
1276789839775235217,430.06976744186045,500.0,43,2025-02-02,2025-04-07,43
1277103969415516416,454.006172962963,470.0,54,2025-02-03,2025-04-20,54
1277671971539993475,281.9166666666667,273.5,30,2025-03-04,2025-04-18,30
1280559161534348023,591.9418604651163,554.0,86,2025-01-13,2025-04-20,86
1282577030741754149,399.77314861111114,382.5,72,2025-01-17,2025-04-20,72
1282585098065467787,402.42564153846155,385.0,65,2025-01-12,2025-04-20,65
1283982403734255309,541.4029850746268,495.0,67,2025-01-30,2025-04-20,67
1284110666632259028,549.8311688311688,509.0,77,2025-01-14,2025-04-20,77
1285538056394050628,1050.180412371134,990.0,97,2025-01-06,2025-04-20,97
1286394668026043637,2028.7058823529412,2000.0,85,2025-01-13,2025-04-07,85
1292815457899461748,776.71875,680.0,72,2025-01-12,2025-04-20,72
1297930390704189766,563.4176470588235,545.0,85,2025-01-10,2025-04-20,85
1297930815921503919,901.8717105263158,842.0,76,2025-01-20,2025-04-20,76
1303745304497797235,692.0,678.0,85,2025-01-17,2025-04-20,85
1304403734260231676,629.5717821782179,560.0,101,2025-01-06,2025-04-20,101
1304433283397417052,1075.219696969697,941.0,66,2025-01-14,2025-04-20,66
1307990676918354925,559.8103448275862,572.0,87,2025-01-13,2025-04-20,87
1311575286815584867,790.9603670731707,753.0,82,2025-01-26,2025-04-20,82
1312949509621922876,583.2325581395348,561.0,86,2025-01-16,2025-04-20,86
1313064371372817918,913.6734693877551,880.0,98,2025-01-09,2025-04-20,98
1314095834089788250,794.9188051282051,800.0,78,2025-02-01,2025-04-19,78
1315954985293478319,842.4950980392157,831.0,102,2025-01-09,2025-04-20,102
1317427472349939673,1000.0,1000.0,91,2025-01-06,2025-04-06,91
1318315111310867765,752.7510283950617,700.0,81,2025-01-29,2025-04-19,81
1318376138623084691,785.413725882353,786.6667,85,2025-01-26,2025-04-20,85
1320994692912931266,1337.79797979798,1430.0,99,2025-01-06,2025-04-20,99
1320995339425720277,660.319924137931,627.0,87,2025-01-12,2025-04-20,87
1321022086036905023,884.811356043956,858.0,91,2025-01-13,2025-04-20,91
1321134786322096510,725.3068181818181,644.0,88,2025-01-23,2025-04-20,88
1329787295308110610,935.0,935.0,71,2025-02-09,2025-04-20,71
1333504785474035960,588.6463414634146,616.0,82,2025-01-29,2025-04-20,82
